,,
OMXPI,1/5/2022,1040.08
OMXPI,1/4/2022,1045.27
OMXPI,1/3/2022,1044.58
OMXPI,12/30/2021,1037.14
OMXPI,12/29/2021,1035.95
OMXPI,12/28/2021,1036.1
OMXPI,12/27/2021,1030.23
OMXPI,12/23/2021,1017.64
OMXPI,12/22/2021,1001.94
OMXPI,12/21/2021,993.57
OMXPI,12/20/2021,979.09
OMXPI,12/17/2021,988.43
OMXPI,12/16/2021,990.42
OMXPI,12/15/2021,981.28
OMXPI,12/14/2021,977.76
OMXPI,12/13/2021,993.57
OMXPI,12/10/2021,997.95
OMXPI,12/9/2021,1004.57
OMXPI,12/8/2021,1003.11
OMXPI,12/7/2021,1005.75
OMXPI,12/6/2021,978.74
OMXPI,12/3/2021,974.9
OMXPI,12/2/2021,988.78
OMXPI,12/1/2021,1002.95
OMXPI,11/30/2021,986.33
OMXPI,11/29/2021,992.35
OMXPI,11/26/2021,978.54
OMXPI,11/25/2021,1012.92
OMXPI,11/24/2021,1006.92
OMXPI,11/23/2021,1006.25
OMXPI,11/22/2021,1027.95
OMXPI,11/19/2021,1032.63
OMXPI,11/18/2021,1030.36
OMXPI,11/17/2021,1033.41
OMXPI,11/16/2021,1033.81
OMXPI,11/15/2021,1028.06
OMXPI,11/12/2021,1021.84
OMXPI,11/11/2021,1006.72
OMXPI,11/10/2021,998.09
OMXPI,11/9/2021,998.08
OMXPI,11/8/2021,998.07
OMXPI,11/5/2021,996.43
OMXPI,11/4/2021,995.77
OMXPI,11/3/2021,985.63
OMXPI,11/2/2021,977.57
OMXPI,11/1/2021,974.6
OMXPI,10/29/2021,969.96
OMXPI,10/28/2021,978.68
OMXPI,10/27/2021,976.5
OMXPI,10/26/2021,981.13
OMXPI,10/25/2021,976.72
OMXPI,10/22/2021,980.75
OMXPI,10/21/2021,972.55
OMXPI,10/20/2021,966.99
OMXPI,10/19/2021,965.24
OMXPI,10/18/2021,959.88
OMXPI,10/15/2021,959.45
OMXPI,10/14/2021,950.75
OMXPI,10/13/2021,940.54
OMXPI,10/12/2021,925.62
OMXPI,10/11/2021,914.76
OMXPI,10/8/2021,918.99
OMXPI,10/7/2021,927.8
OMXPI,10/6/2021,912.94
OMXPI,10/5/2021,925.88
OMXPI,10/4/2021,915.64
OMXPI,10/1/2021,926.54
OMXPI,9/30/2021,927.62
OMXPI,9/29/2021,923.65
OMXPI,9/28/2021,924.02
OMXPI,9/27/2021,946.95
OMXPI,9/24/2021,954.36
OMXPI,9/23/2021,966.03
OMXPI,9/22/2021,950.29
OMXPI,9/21/2021,941.74
OMXPI,9/20/2021,942.38
OMXPI,9/17/2021,969.32
OMXPI,9/16/2021,977.45
OMXPI,9/15/2021,968.2
OMXPI,9/14/2021,977.38
OMXPI,9/13/2021,973.77
OMXPI,9/10/2021,981.16
OMXPI,9/9/2021,982.91
OMXPI,9/8/2021,979.67
OMXPI,9/7/2021,994.82
OMXPI,9/6/2021,1001.41
OMXPI,9/3/2021,995.07
OMXPI,9/2/2021,1001.72
OMXPI,9/1/2021,991.88
OMXPI,8/31/2021,989.43
OMXPI,8/30/2021,994.91
OMXPI,8/27/2021,992.09
OMXPI,8/26/2021,988.04
OMXPI,8/25/2021,989.16
OMXPI,8/24/2021,987.81
OMXPI,8/23/2021,991.65
OMXPI,8/20/2021,987.63
OMXPI,8/19/2021,975.82
OMXPI,8/18/2021,992.02
OMXPI,8/17/2021,993.04
OMXPI,8/16/2021,989.67
OMXPI,8/13/2021,1001.99
OMXPI,8/12/2021,1001.41
OMXPI,8/11/2021,1000.96
OMXPI,8/10/2021,997.97
OMXPI,8/9/2021,993.75
OMXPI,8/6/2021,995.21
OMXPI,8/5/2021,1003.75
OMXPI,8/4/2021,1002.55
OMXPI,8/3/2021,993.73
OMXPI,8/2/2021,992.26
OMXPI,7/30/2021,984.67
OMXPI,7/29/2021,987.16
OMXPI,7/28/2021,984.25
OMXPI,7/27/2021,981.67
OMXPI,7/26/2021,986.21
OMXPI,7/23/2021,985.93
OMXPI,7/22/2021,973.87
OMXPI,7/21/2021,960.39
OMXPI,7/20/2021,944.32
OMXPI,7/19/2021,939.95
OMXPI,7/16/2021,958.67
OMXPI,7/15/2021,958.46
OMXPI,7/14/2021,964.07
OMXPI,7/13/2021,964.59
OMXPI,7/12/2021,960.08
OMXPI,7/9/2021,949.21
OMXPI,7/8/2021,938.62
OMXPI,7/7/2021,952.07
OMXPI,7/6/2021,935.99
OMXPI,7/5/2021,935.25
OMXPI,7/2/2021,930.71
OMXPI,7/1/2021,922.41
OMXPI,6/30/2021,916.59
OMXPI,6/29/2021,924.92
OMXPI,6/28/2021,914.37
OMXPI,6/24/2021,916.66
OMXPI,6/23/2021,905.27
OMXPI,6/22/2021,914.67
OMXPI,6/21/2021,913.66
OMXPI,6/18/2021,911.81
OMXPI,6/17/2021,920.3
OMXPI,6/16/2021,927.31
OMXPI,6/15/2021,926.45
OMXPI,6/14/2021,929
OMXPI,6/11/2021,927.41
OMXPI,6/10/2021,924.46
OMXPI,6/9/2021,924.86
OMXPI,6/8/2021,925
OMXPI,6/7/2021,921.78
OMXPI,6/4/2021,923.02
OMXPI,6/3/2021,922.13
OMXPI,6/2/2021,921.37
OMXPI,6/1/2021,921.95
OMXPI,5/31/2021,912.28
OMXPI,5/28/2021,913.77
OMXPI,5/27/2021,906.23
OMXPI,5/26/2021,900.08
OMXPI,5/25/2021,905.68
OMXPI,5/24/2021,904.65
OMXPI,5/21/2021,901.44
OMXPI,5/20/2021,900.08
OMXPI,5/19/2021,884.87
OMXPI,5/18/2021,901.9
OMXPI,5/17/2021,892.05
OMXPI,5/14/2021,899.12
OMXPI,5/12/2021,889.44
OMXPI,5/11/2021,884.5
OMXPI,5/10/2021,910.49
OMXPI,5/7/2021,909.74
OMXPI,5/6/2021,901.62
OMXPI,5/5/2021,907.47
OMXPI,5/4/2021,885.87
OMXPI,5/3/2021,902.75
OMXPI,4/30/2021,897.2
OMXPI,4/29/2021,904.47
OMXPI,4/28/2021,905.69
OMXPI,4/27/2021,914.38
OMXPI,4/26/2021,911.01
OMXPI,4/23/2021,908.87
OMXPI,4/22/2021,906.64
OMXPI,4/21/2021,901
OMXPI,4/20/2021,895.17
OMXPI,4/19/2021,913.6
OMXPI,4/16/2021,921.13
OMXPI,4/15/2021,907.83
OMXPI,4/14/2021,900.65
OMXPI,4/13/2021,905.53
OMXPI,4/12/2021,897.31
OMXPI,4/9/2021,902.61
OMXPI,4/8/2021,897.47
OMXPI,4/7/2021,891.98
OMXPI,4/6/2021,890.47
OMXPI,4/1/2021,879.01
OMXPI,3/31/2021,873.39
OMXPI,3/30/2021,875.16
OMXPI,3/29/2021,865.99
OMXPI,3/26/2021,871.84
OMXPI,3/25/2021,863.68
OMXPI,3/24/2021,867.15
OMXPI,3/23/2021,862.66
OMXPI,3/22/2021,864.77
OMXPI,3/19/2021,862.86
OMXPI,3/18/2021,865.76
OMXPI,3/17/2021,864
OMXPI,3/16/2021,870.93
OMXPI,3/15/2021,862.23
OMXPI,3/12/2021,864.21
OMXPI,3/11/2021,865.93
OMXPI,3/10/2021,851.84
OMXPI,3/9/2021,848.04
OMXPI,3/8/2021,838.1
OMXPI,3/5/2021,822.22
OMXPI,3/4/2021,830.16
OMXPI,3/3/2021,835.79
OMXPI,3/2/2021,834.03
OMXPI,3/1/2021,829.4
OMXPI,2/26/2021,810.78
OMXPI,2/25/2021,819.81
OMXPI,2/24/2021,818.17
OMXPI,2/23/2021,811.76
OMXPI,2/22/2021,819.99
OMXPI,2/19/2021,822.66
OMXPI,2/18/2021,813.46
OMXPI,2/17/2021,817.2
