ISIN,Annoncment date,T-257,T+5
SE0017483506,9/8/2021,12/25/2020,9/13/2021
SE0017483506,8/24/2021,12/10/2020,8/29/2021
SE0017483506,7/5/2021,10/21/2020,7/10/2021
SE0017483506,12/11/2020,3/29/2020,12/16/2020
SE0017483506,8/21/2020,12/8/2019,8/26/2020
SE0017483506,7/2/2020,10/19/2019,7/7/2020
SE0017483506,4/2/2020,7/20/2019,4/7/2020
SE0017483506,3/25/2020,7/12/2019,3/30/2020
SE0017483506,2/24/2020,6/12/2019,2/29/2020
SE0017483506,12/13/2019,3/31/2019,12/18/2019
SE0017483506,10/18/2019,2/3/2019,10/23/2019
SE0017483506,10/1/2019,1/17/2019,10/6/2019
SE0017483506,11/30/2018,3/18/2018,12/5/2018
SE0017483506,11/12/2018,2/28/2018,11/17/2018
SE0017483506,6/19/2018,10/5/2017,6/24/2018
SE0017483506,4/19/2018,8/5/2017,4/24/2018
SE0017483506,2/28/2018,6/16/2017,3/5/2018
SE0017483506,12/20/2017,4/7/2017,12/25/2017
SE0017483506,11/16/2017,3/4/2017,11/21/2017
SE0017483506,7/5/2017,10/21/2016,7/10/2017
SE0017483506,6/16/2017,10/2/2016,6/21/2017
SE0000936478,12/30/2021,4/17/2021,1/4/2022
SE0000936478,12/14/2018,4/1/2018,12/19/2018
SE0000936478,10/9/2018,1/25/2018,10/14/2018
SE0000936478,12/3/2017,3/21/2017,12/8/2017
SE0000936478,4/3/2017,7/20/2016,4/8/2017
SE0000936478,10/2/2014,1/18/2014,10/7/2014
SE0000936478,1/13/2012,5/1/2011,1/18/2012
SE0000936478,9/30/2011,1/16/2011,10/5/2011
SE0000936478,6/30/2011,10/16/2010,7/5/2011
SE0006220018,4/16/2021,8/2/2020,4/21/2021
SE0006220018,2/7/2018,5/26/2017,2/12/2018
SE0006220018,7/15/2016,11/1/2015,7/20/2016
SE0006220018,4/12/2016,7/30/2015,4/17/2016
SE0006220018,11/1/2015,2/17/2015,11/6/2015
SE0007464888,11/23/2021,3/11/2021,11/28/2021
SE0007464888,4/1/2020,7/19/2019,4/6/2020
SE0007464888,6/20/2019,10/6/2018,6/25/2019
SE0007464888,8/24/2017,12/10/2016,8/29/2017
SE0007464888,11/1/2016,2/18/2016,11/6/2016
SE0007464888,10/28/2015,2/13/2015,11/2/2015
SE0007464888,10/2/2015,1/18/2015,10/7/2015
SE0007464888,4/10/2015,7/27/2014,4/15/2015
SE0000421273,5/5/2021,8/21/2020,5/10/2021
SE0000421273,10/22/2020,2/8/2020,10/27/2020
SE0000421273,7/11/2019,10/27/2018,7/16/2019
SE0000421273,12/19/2018,4/6/2018,12/24/2018
SE0000421273,11/26/2013,3/14/2013,12/1/2013
SE0001852419,10/6/2021,1/22/2021,10/11/2021
SE0001852419,7/7/2021,10/23/2020,7/12/2021
SE0001852419,5/20/2021,9/5/2020,5/25/2021
SE0001852419,12/4/2020,3/22/2020,12/9/2020
SE0001852419,10/1/2020,1/18/2020,10/6/2020
SE0001852419,7/3/2020,10/20/2019,7/8/2020
SE0001852419,12/18/2017,4/5/2017,12/23/2017
SE0001852419,8/13/2015,11/29/2014,8/18/2015
SE0001852419,6/3/2015,9/19/2014,6/8/2015
SE0001852419,5/20/2015,9/5/2014,5/25/2015
SE0001852419,12/16/2014,4/3/2014,12/21/2014
SE0001852419,4/27/2012,8/14/2011,5/2/2012
SE0001852419,11/1/2011,2/17/2011,11/6/2011
SE0001852419,5/11/2011,8/27/2010,5/16/2011
SE0001852419,4/19/2011,8/5/2010,4/24/2011
SE0014504817,2/26/2020,6/14/2019,3/2/2020
SE0014504817,1/17/2020,5/5/2019,1/22/2020
SE0014504817,4/4/2019,7/21/2018,4/9/2019
SE0014504817,6/27/2018,10/13/2017,7/2/2018
SE0014504817,1/17/2018,5/5/2017,1/22/2018
SE0014504817,9/28/2017,1/14/2017,10/3/2017
SE0014504817,1/27/2017,5/15/2016,2/1/2017
SE0014504817,8/19/2016,12/6/2015,8/24/2016
SE0014504817,4/4/2014,7/21/2013,4/9/2014
SE0014504817,12/28/2011,4/15/2011,1/2/2012
SE0014504817,12/21/2011,4/8/2011,12/26/2011
SE0014504817,5/11/2011,8/27/2010,5/16/2011
SE0000221723,7/31/2014,11/16/2013,8/5/2014
SE0000221723,12/19/2013,4/6/2013,12/24/2013
SE0000221723,8/30/2013,12/16/2012,9/4/2013
SE0000221723,2/21/2011,6/9/2010,2/26/2011
SE0009778848,9/27/2021,1/13/2021,10/2/2021
SE0009778848,8/16/2021,12/2/2020,8/21/2021
SE0009778848,8/3/2021,11/19/2020,8/8/2021
SE0009778848,7/28/2021,11/13/2020,8/2/2021
SE0009778848,3/17/2021,7/3/2020,3/22/2021
SE0009778848,10/17/2018,2/2/2018,10/22/2018
SE0009778848,5/15/2018,8/31/2017,5/20/2018
SE0009778848,10/4/2017,1/20/2017,10/9/2017
SE0000412371,3/24/2021,7/10/2020,3/29/2021
SE0000412371,12/8/2020,3/26/2020,12/13/2020
SE0000412371,6/18/2018,10/4/2017,6/23/2018
SE0000412371,6/20/2017,10/6/2016,6/25/2017
SE0000412371,5/2/2017,8/18/2016,5/7/2017
SE0000412371,11/12/2015,2/28/2015,11/17/2015
SE0000412371,7/20/2015,11/5/2014,7/25/2015
SE0000412371,7/10/2015,10/26/2014,7/15/2015
SE0000412371,7/1/2015,10/17/2014,7/6/2015
SE0000412371,2/25/2014,6/13/2013,3/2/2014
SE0000412371,9/23/2013,1/9/2013,9/28/2013
SE0000412371,6/13/2013,9/29/2012,6/18/2013
SE0000412371,10/8/2012,1/25/2012,10/13/2012
SE0000412371,7/30/2012,11/16/2011,8/4/2012
SE0000412371,6/14/2012,10/1/2011,6/19/2012
SE0000412371,1/9/2012,4/27/2011,1/14/2012
SE0000375115,5/10/2021,8/26/2020,5/15/2021
SE0000375115,6/1/2018,9/17/2017,6/6/2018
SE0000375115,10/27/2017,2/12/2017,11/1/2017
SE0000375115,11/21/2016,3/9/2016,11/26/2016
SE0000375115,8/1/2016,11/18/2015,8/6/2016
SE0017160773,10/19/2021,2/4/2021,10/24/2021
SE0017160773,6/24/2021,10/10/2020,6/29/2021
SE0017160773,2/22/2021,6/10/2020,2/27/2021
SE0017160773,3/12/2020,6/29/2019,3/17/2020
SE0017160773,11/15/2019,3/3/2019,11/20/2019
SE0011204510,11/16/2021,3/4/2021,11/21/2021
SE0011204510,12/9/2019,3/27/2019,12/14/2019
SE0011204510,10/17/2018,2/2/2018,10/22/2018
SE0011204510,3/28/2018,7/14/2017,4/2/2018
SE0011204510,10/25/2017,2/10/2017,10/30/2017
SE0011204510,11/5/2015,2/21/2015,11/10/2015
SE0011204510,9/1/2015,12/18/2014,9/6/2015
SE0011204510,3/15/2013,7/1/2012,3/20/2013
SE0011204510,9/11/2012,12/29/2011,9/16/2012
SE0011204510,1/5/2012,4/23/2011,1/10/2012
SE0015988019,5/7/2021,8/23/2020,5/12/2021
SE0015988019,10/28/2019,2/13/2019,11/2/2019
SE0015988019,7/5/2018,10/21/2017,7/10/2018
SE0015988019,1/15/2018,5/3/2017,1/20/2018
SE0015988019,12/18/2017,4/5/2017,12/23/2017
SE0015988019,6/8/2017,9/24/2016,6/13/2017
SE0015988019,5/5/2017,8/21/2016,5/10/2017
SE0015988019,2/13/2017,6/1/2016,2/18/2017
SE0015988019,2/3/2017,5/22/2016,2/8/2017
SE0015988019,12/1/2016,3/19/2016,12/6/2016
SE0015988019,11/17/2016,3/5/2016,11/22/2016
SE0015988019,5/12/2016,8/29/2015,5/17/2016
SE0015988019,3/15/2016,7/2/2015,3/20/2016
SE0015988019,3/1/2016,6/18/2015,3/6/2016
SE0015988019,7/1/2015,10/17/2014,7/6/2015
SE0015988019,3/20/2015,7/6/2014,3/25/2015
SE0015988019,12/9/2014,3/27/2014,12/14/2014
SE0015988019,11/7/2014,2/23/2014,11/12/2014
SE0015988019,6/23/2014,10/9/2013,6/28/2014
SE0015988019,1/31/2013,5/19/2012,2/5/2013
SE0015988019,8/28/2012,12/15/2011,9/2/2012
SE0015988019,6/7/2012,9/24/2011,6/12/2012
SE0015988019,4/11/2011,7/28/2010,4/16/2011
SE0015962477,8/6/2020,11/23/2019,8/11/2020
SE0015962477,9/16/2019,1/2/2019,9/21/2019
SE0015962477,9/26/2016,1/13/2016,10/1/2016
SE0015962477,9/2/2016,12/20/2015,9/7/2016
SE0015962477,4/11/2012,7/29/2011,4/16/2012
DK0060738409,4/19/2018,8/5/2017,4/24/2018
DK0060738409,3/1/2018,6/17/2017,3/6/2018
DK0060738409,7/4/2017,10/20/2016,7/9/2017
DK0060738409,1/31/2017,5/19/2016,2/5/2017
DK0060738409,1/24/2017,5/12/2016,1/29/2017
SE0014731089,7/14/2021,10/30/2020,7/19/2021
SE0014731089,5/20/2021,9/5/2020,5/25/2021
SE0014731089,3/18/2021,7/4/2020,3/23/2021
SE0014731089,3/10/2021,6/26/2020,3/15/2021
SE0014731089,2/4/2021,5/23/2020,2/9/2021
SE0014731089,1/28/2021,5/16/2020,2/2/2021
SE0015810577,1/31/2020,5/19/2019,2/5/2020
SE0015810577,6/22/2017,10/8/2016,6/27/2017
SE0015810577,4/28/2017,8/14/2016,5/3/2017
SE0015810577,12/29/2016,4/16/2016,1/3/2017
SE0015810577,11/7/2016,2/24/2016,11/12/2016
SE0015810577,6/12/2015,9/28/2014,6/17/2015
SE0015810577,1/27/2015,5/15/2014,2/1/2015
SE0015810577,11/27/2014,3/15/2014,12/2/2014
SE0015810577,7/3/2014,10/19/2013,7/8/2014
SE0015810577,1/27/2014,5/15/2013,2/1/2014
SE0015810577,10/23/2012,2/9/2012,10/28/2012
SE0015810577,10/15/2012,2/1/2012,10/20/2012
SE0015810577,4/30/2012,8/17/2011,5/5/2012
SE0015810577,11/16/2011,3/4/2011,11/21/2011
SE0015810577,9/20/2011,1/6/2011,9/25/2011
SE0015810577,3/9/2011,6/25/2010,3/14/2011
SE0001696683,1/3/2020,4/21/2019,1/8/2020
SE0001696683,8/26/2019,12/12/2018,8/31/2019
SE0001696683,5/29/2018,9/14/2017,6/3/2018
SE0001696683,1/26/2018,5/14/2017,1/31/2018
SE0001696683,7/25/2017,11/10/2016,7/30/2017
SE0001696683,6/16/2017,10/2/2016,6/21/2017
SE0001696683,4/24/2017,8/10/2016,4/29/2017
SE0001696683,2/13/2015,6/1/2014,2/18/2015
SE0001696683,11/6/2013,2/22/2013,11/11/2013
SE0008294953,7/17/2020,11/3/2019,7/22/2020
SE0008294953,7/2/2020,10/19/2019,7/7/2020
SE0008294953,6/5/2018,9/21/2017,6/10/2018
SE0008294953,6/30/2017,10/16/2016,7/5/2017
SE0000106205,9/22/2017,1/8/2017,9/27/2017
SE0000106205,4/7/2011,7/24/2010,4/12/2011
SE0015961222,4/12/2021,7/29/2020,4/17/2021
SE0015961222,10/23/2020,2/9/2020,10/28/2020
SE0015961222,10/14/2019,1/30/2019,10/19/2019
SE0015961222,1/3/2017,4/21/2016,1/8/2017
SE0015961222,12/30/2015,4/17/2015,1/4/2016
SE0015961222,4/8/2011,7/25/2010,4/13/2011
SE0015961222,1/10/2011,4/28/2010,1/15/2011
SE0005757267,11/18/2019,3/6/2019,11/23/2019
SE0005757267,6/13/2018,9/29/2017,6/18/2018
SE0005757267,2/23/2016,6/11/2015,2/28/2016
SE0005757267,12/21/2015,4/8/2015,12/26/2015
SE0005757267,10/20/2015,2/5/2015,10/25/2015
SE0005757267,6/15/2015,10/1/2014,6/20/2015
SE0005757267,11/13/2014,3/1/2014,11/18/2014
SE0005757267,8/19/2014,12/5/2013,8/24/2014
SE0000123671,12/8/2021,3/26/2021,12/13/2021
SE0000123671,5/7/2021,8/23/2020,5/12/2021
SE0000123671,1/4/2021,4/22/2020,1/9/2021
SE0000123671,12/1/2020,3/19/2020,12/6/2020
SE0000123671,10/1/2020,1/18/2020,10/6/2020
SE0000123671,7/11/2018,10/27/2017,7/16/2018
SE0000123671,6/18/2018,10/4/2017,6/23/2018
SE0000123671,8/21/2017,12/7/2016,8/26/2017
SE0000123671,10/22/2015,2/7/2015,10/27/2015
SE0000123671,10/6/2014,1/22/2014,10/11/2014
SE0000123671,11/19/2013,3/7/2013,11/24/2013
SE0000123671,10/31/2013,2/16/2013,11/5/2013
SE0000123671,9/23/2013,1/9/2013,9/28/2013
SE0000123671,5/15/2013,8/31/2012,5/20/2013
SE0000123671,4/24/2013,8/10/2012,4/29/2013
SE0000123671,11/30/2012,3/18/2012,12/5/2012
SE0000123671,9/13/2011,12/30/2010,9/18/2011
SE0009554454,11/25/2021,3/13/2021,11/30/2021
SE0009554454,11/18/2021,3/6/2021,11/23/2021
SE0009554454,11/9/2021,2/25/2021,11/14/2021
SE0009554454,12/15/2020,4/2/2020,12/20/2020
SE0009554454,11/15/2019,3/3/2019,11/20/2019
SE0000667891,12/29/2021,4/16/2021,1/3/2022
SE0000667891,11/25/2021,3/13/2021,11/30/2021
SE0000667891,11/16/2021,3/4/2021,11/21/2021
SE0000667891,10/5/2021,1/21/2021,10/10/2021
SE0000667891,7/28/2021,11/13/2020,8/2/2021
SE0000667891,7/1/2021,10/17/2020,7/6/2021
SE0000667891,5/7/2021,8/23/2020,5/12/2021
SE0000667891,3/9/2021,6/25/2020,3/14/2021
SE0000667891,10/19/2020,2/5/2020,10/24/2020
SE0000667891,7/9/2020,10/26/2019,7/14/2020
SE0000667891,6/18/2020,10/5/2019,6/23/2020
SE0000667891,12/20/2019,4/7/2019,12/25/2019
SE0000667891,4/17/2019,8/3/2018,4/22/2019
SE0000667891,1/22/2019,5/10/2018,1/27/2019
SE0000667891,1/9/2019,4/27/2018,1/14/2019
SE0000667891,11/26/2018,3/14/2018,12/1/2018
SE0000667891,11/10/2018,2/26/2018,11/15/2018
SE0000667891,8/1/2018,11/17/2017,8/6/2018
SE0000667891,7/2/2018,10/18/2017,7/7/2018
SE0000667891,4/27/2018,8/13/2017,5/2/2018
SE0000667891,1/7/2014,4/25/2013,1/12/2014
SE0000667891,3/6/2013,6/22/2012,3/11/2013
SE0000667891,11/7/2011,2/23/2011,11/12/2011
SE0016278196,1/4/2016,4/22/2015,1/9/2016
SE0016278196,9/29/2015,1/15/2015,10/4/2015
SE0016278196,4/24/2015,8/10/2014,4/29/2015
SE0000163594,2/22/2021,6/10/2020,2/27/2021
SE0000163594,12/16/2020,4/3/2020,12/21/2020
SE0000163594,7/9/2020,10/26/2019,7/14/2020
SE0000163594,12/12/2019,3/30/2019,12/17/2019
SE0000163594,1/11/2019,4/29/2018,1/16/2019
SE0000163594,7/3/2017,10/19/2016,7/8/2017
SE0000163594,10/3/2016,1/20/2016,10/8/2016
SE0000163594,7/22/2016,11/8/2015,7/27/2016
SE0000163594,4/12/2016,7/30/2015,4/17/2016
SE0000163594,4/1/2016,7/19/2015,4/6/2016
SE0000163594,11/4/2013,2/20/2013,11/9/2013
SE0000163594,12/11/2012,3/29/2012,12/16/2012
SE0000163594,4/13/2012,7/31/2011,4/18/2012
SE0000163594,12/9/2011,3/27/2011,12/14/2011
SE0000163594,10/7/2011,1/23/2011,10/12/2011
SE0000163594,9/14/2011,12/31/2010,9/19/2011
SE0000163594,8/5/2011,11/21/2010,8/10/2011
SE0000163594,7/29/2011,11/14/2010,8/3/2011
SE0000163594,4/15/2011,8/1/2010,4/20/2011
SE0000163594,2/17/2011,6/5/2010,2/22/2011
SE0000163594,2/10/2011,5/29/2010,2/15/2011
SE0000163594,1/12/2011,4/30/2010,1/17/2011
SE0000379497,10/20/2021,2/5/2021,10/25/2021
SE0000379497,5/11/2021,8/27/2020,5/16/2021
SE0000379497,3/11/2020,6/28/2019,3/16/2020
SE0000379497,4/16/2018,8/2/2017,4/21/2018
SE0000379497,10/2/2012,1/19/2012,10/7/2012
SE0016101844,9/30/2021,1/16/2021,10/5/2021
SE0016101844,9/22/2021,1/8/2021,9/27/2021
SE0016101844,6/9/2021,9/25/2020,6/14/2021
SE0016101844,2/17/2021,6/5/2020,2/22/2021
SE0016101844,3/26/2020,7/13/2019,3/31/2020
SE0016101844,10/10/2019,1/26/2019,10/15/2019
SE0016101844,9/26/2019,1/12/2019,10/1/2019
SE0016101844,5/10/2017,8/26/2016,5/15/2017
SE0016101844,2/17/2017,6/5/2016,2/22/2017
SE0016101844,12/9/2016,3/27/2016,12/14/2016
SE0016101844,5/13/2016,8/30/2015,5/18/2016
SE0000148884,7/2/2021,10/18/2020,7/7/2021
SE0000148884,1/24/2017,5/12/2016,1/29/2017
SE0000148884,2/23/2011,6/11/2010,2/28/2011
SE0000113250,1/16/2019,5/4/2018,1/21/2019
SE0000113250,8/23/2013,12/9/2012,8/28/2013
SE0000113250,12/29/2011,4/16/2011,1/3/2012
SE0000113250,10/11/2011,1/27/2011,10/16/2011
SE0000113250,9/20/2011,1/6/2011,9/25/2011
SE0000108227,9/1/2021,12/18/2020,9/6/2021
SE0000108227,8/31/2021,12/17/2020,9/5/2021
SE0000108227,11/11/2019,2/27/2019,11/16/2019
SE0000108227,10/7/2019,1/23/2019,10/12/2019
SE0000108227,6/27/2019,10/13/2018,7/2/2019
SE0000108227,1/9/2013,4/27/2012,1/14/2013
SE0000108227,2/13/2012,6/1/2011,2/18/2012
SE0000108227,4/10/2011,7/27/2010,4/15/2011
SE0005392537,10/1/2021,1/17/2021,10/6/2021
SE0005392537,8/30/2021,12/16/2020,9/4/2021
SE0005392537,5/27/2021,9/12/2020,6/1/2021
SE0005392537,4/20/2021,8/6/2020,4/25/2021
SE0005392537,8/27/2020,12/14/2019,9/1/2020
SE0006994448,9/6/2021,12/23/2020,9/11/2021
SE0006994448,4/26/2021,8/12/2020,5/1/2021
SE0006994448,3/1/2021,6/17/2020,3/6/2021
SE0006994448,9/1/2020,12/19/2019,9/6/2020
SE0006994448,8/28/2020,12/15/2019,9/2/2020
SE0006994448,4/17/2020,8/4/2019,4/22/2020
SE0000171100,6/28/2019,10/14/2018,7/3/2019
SE0000171100,2/20/2019,6/8/2018,2/25/2019
SE0000171100,7/29/2014,11/14/2013,8/3/2014
SE0000171100,6/13/2014,9/29/2013,6/18/2014
SE0000171100,1/22/2014,5/10/2013,1/27/2014
SE0000171100,7/26/2013,11/11/2012,7/31/2013
SE0000171100,5/24/2011,9/9/2010,5/29/2011
SE0005992831,6/12/2017,9/28/2016,6/17/2017
SE0005992831,12/16/2016,4/3/2016,12/21/2016
SE0005992831,10/25/2016,2/11/2016,10/30/2016
SE0005992831,6/30/2016,10/17/2015,7/5/2016
SE0005992831,6/15/2015,10/1/2014,6/20/2015
SE0005992831,5/28/2015,9/13/2014,6/2/2015
SE0007439443,11/12/2021,2/28/2021,11/17/2021
SE0007439443,6/23/2021,10/9/2020,6/28/2021
SE0007439443,3/18/2021,7/4/2020,3/23/2021
SE0007439443,1/31/2019,5/19/2018,2/5/2019
SE0007439443,9/18/2018,1/4/2018,9/23/2018
SE0000112724,3/4/2019,6/20/2018,3/9/2019
SE0000112724,12/19/2016,4/6/2016,12/24/2016
SE0000112724,9/27/2016,1/14/2016,10/2/2016
SE0000112724,10/13/2015,1/29/2015,10/18/2015
SE0000112724,6/19/2014,10/5/2013,6/24/2014
SE0000112724,9/9/2013,12/26/2012,9/14/2013
SE0000112724,11/21/2012,3/9/2012,11/26/2012
SE0000112724,3/9/2012,6/26/2011,3/14/2012
SE0000112724,2/25/2012,6/13/2011,3/1/2012
SE0000112724,9/1/2011,12/18/2010,9/6/2011
SE0000112724,8/1/2011,11/17/2010,8/6/2011
SE0000242455,6/16/2016,10/3/2015,6/21/2016
SE0000242455,2/14/2014,6/2/2013,2/19/2014
SE0000242455,12/16/2013,4/3/2013,12/21/2013
SE0016609499,7/5/2021,10/21/2020,7/10/2021
SE0016609499,3/2/2020,6/19/2019,3/7/2020
SE0016609499,8/15/2019,12/1/2018,8/20/2019
SE0016609499,2/26/2018,6/14/2017,3/3/2018
SE0016609499,6/9/2017,9/25/2016,6/14/2017
SE0016609499,9/29/2016,1/16/2016,10/4/2016
SE0016609499,8/25/2016,12/12/2015,8/30/2016
SE0016609499,9/28/2015,1/14/2015,10/3/2015
SE0016609499,9/8/2015,12/25/2014,9/13/2015
SE0016609499,7/10/2015,10/26/2014,7/15/2015
SE0016609499,4/7/2015,7/24/2014,4/12/2015
SE0016609499,8/26/2014,12/12/2013,8/31/2014
SE0016609499,2/4/2014,5/23/2013,2/9/2014
SE0016609499,5/5/2013,8/21/2012,5/10/2013
SE0016609499,3/28/2013,7/14/2012,4/2/2013
SE0016609499,3/5/2013,6/21/2012,3/10/2013
SE0016609499,6/4/2012,9/21/2011,6/9/2012
SE0016609499,5/2/2012,8/19/2011,5/7/2012
SE0016609499,3/29/2012,7/16/2011,4/3/2012
SE0016609499,11/25/2011,3/13/2011,11/30/2011
SE0016609499,10/17/2011,2/2/2011,10/22/2011
SE0016609499,8/22/2011,12/8/2010,8/27/2011
SE0016609499,6/8/2011,9/24/2010,6/13/2011
SE0016609499,4/7/2011,7/24/2010,4/12/2011
SE0000112385,4/30/2020,8/17/2019,5/5/2020
SE0000112385,1/10/2018,4/28/2017,1/15/2018
SE0000112385,12/22/2017,4/9/2017,12/27/2017
SE0000112385,10/18/2016,2/4/2016,10/23/2016
SE0000112385,8/31/2016,12/18/2015,9/5/2016
SE0000112385,6/29/2014,10/15/2013,7/4/2014
SE0000112385,9/3/2013,12/20/2012,9/8/2013
SE0000112385,5/14/2013,8/30/2012,5/19/2013
SE0000112385,10/26/2012,2/12/2012,10/31/2012
SE0000112385,1/11/2012,4/29/2011,1/16/2012
SE0000112385,6/29/2011,10/15/2010,7/4/2011
SE0005190238,1/10/2018,4/28/2017,1/15/2018
SE0005190238,8/23/2016,12/10/2015,8/28/2016
SE0005190238,1/16/2012,5/4/2011,1/21/2012
SE0005190238,11/24/2011,3/12/2011,11/29/2011
SE0000108656,12/21/2021,4/8/2021,12/26/2021
SE0000108656,9/18/2020,1/5/2020,9/23/2020
SE0000108656,8/20/2019,12/6/2018,8/25/2019
SE0000108656,9/4/2018,12/21/2017,9/9/2018
SE0000108656,2/14/2018,6/2/2017,2/19/2018
SE0000108656,12/1/2016,3/19/2016,12/6/2016
SE0000108656,4/5/2016,7/23/2015,4/10/2016
SE0000108656,1/18/2016,5/6/2015,1/23/2016
SE0000108656,9/10/2015,12/27/2014,9/15/2015
SE0000108656,8/7/2015,11/23/2014,8/12/2015
SE0000108656,2/20/2015,6/8/2014,2/25/2015
SE0000108656,10/16/2014,2/1/2014,10/21/2014
SE0000108656,9/12/2014,12/29/2013,9/17/2014
SE0000108656,7/29/2014,11/14/2013,8/3/2014
SE0000108656,2/6/2014,5/25/2013,2/11/2014
SE0000108656,7/23/2013,11/8/2012,7/28/2013
SE0000108656,7/1/2013,10/17/2012,7/6/2013
SE0000108656,9/25/2012,1/12/2012,9/30/2012
SE0000108656,8/1/2012,11/18/2011,8/6/2012
SE0000108656,2/21/2012,6/9/2011,2/26/2012
SE0000108656,6/14/2011,9/30/2010,6/19/2011
SE0000108656,4/28/2011,8/14/2010,5/3/2011
SE0000667925,7/1/2019,10/17/2018,7/6/2019
SE0000667925,11/16/2018,3/4/2018,11/21/2018
SE0000667925,7/17/2018,11/2/2017,7/22/2018
SE0000667925,6/12/2018,9/28/2017,6/17/2018
SE0000667925,3/9/2018,6/25/2017,3/14/2018
SE0000667925,12/18/2017,4/5/2017,12/23/2017
SE0000667925,11/30/2017,3/18/2017,12/5/2017
SE0000667925,5/22/2017,9/7/2016,5/27/2017
SE0000667925,3/2/2017,6/18/2016,3/7/2017
SE0000667925,2/1/2017,5/20/2016,2/6/2017
SE0000667925,11/30/2016,3/18/2016,12/5/2016
SE0000667925,11/7/2016,2/24/2016,11/12/2016
SE0000667925,10/27/2016,2/13/2016,11/1/2016
SE0000667925,1/6/2016,4/24/2015,1/11/2016
SE0000667925,10/5/2015,1/21/2015,10/10/2015
SE0000667925,7/31/2015,11/16/2014,8/5/2015
SE0000667925,1/13/2015,5/1/2014,1/18/2015
SE0000667925,10/1/2014,1/17/2014,10/6/2014
SE0000667925,4/1/2014,7/18/2013,4/6/2014
SE0000667925,8/21/2012,12/8/2011,8/26/2012
SE0000667925,5/8/2012,8/25/2011,5/13/2012
SE0000667925,3/1/2012,6/18/2011,3/6/2012
SE0000667925,12/22/2011,4/9/2011,12/27/2011
SE0000667925,4/27/2011,8/13/2010,5/2/2011
SE0015195888,11/16/2021,3/4/2021,11/21/2021
SE0015195888,10/27/2021,2/12/2021,11/1/2021
SE0015195888,9/2/2021,12/19/2020,9/7/2021
SE0015195888,2/24/2021,6/12/2020,3/1/2021
SE0000114837,12/31/2021,4/18/2021,1/5/2022
SE0000114837,10/8/2021,1/24/2021,10/13/2021
SE0000114837,3/4/2021,6/20/2020,3/9/2021
SE0000114837,11/25/2019,3/13/2019,11/30/2019
SE0000114837,7/11/2019,10/27/2018,7/16/2019
SE0000114837,3/18/2019,7/4/2018,3/23/2019
SE0000114837,8/6/2018,11/22/2017,8/11/2018
SE0000114837,7/3/2018,10/19/2017,7/8/2018
SE0000114837,4/26/2018,8/12/2017,5/1/2018
SE0000114837,11/2/2017,2/18/2017,11/7/2017
SE0000114837,6/23/2017,10/9/2016,6/28/2017
SE0000114837,1/23/2017,5/11/2016,1/28/2017
SE0000114837,8/10/2016,11/27/2015,8/15/2016
SE0000114837,6/13/2016,9/30/2015,6/18/2016
SE0000114837,3/9/2016,6/26/2015,3/14/2016
SE0000114837,12/16/2015,4/3/2015,12/21/2015
SE0000114837,12/1/2015,3/19/2015,12/6/2015
SE0000114837,11/9/2015,2/25/2015,11/14/2015
SE0000114837,9/25/2015,1/11/2015,9/30/2015
SE0000114837,4/2/2015,7/19/2014,4/7/2015
SE0000114837,3/31/2015,7/17/2014,4/5/2015
SE0000114837,2/6/2015,5/25/2014,2/11/2015
SE0000114837,8/1/2014,11/17/2013,8/6/2014
SE0000114837,4/9/2013,7/26/2012,4/14/2013
SE0000114837,1/14/2013,5/2/2012,1/19/2013
SE0000114837,12/21/2012,4/8/2012,12/26/2012
SE0000114837,9/28/2012,1/15/2012,10/3/2012
SE0000114837,9/12/2012,12/30/2011,9/17/2012
SE0000114837,7/15/2011,10/31/2010,7/20/2011
SE0000114837,3/28/2011,7/14/2010,4/2/2011
SE0007871363,9/10/2021,12/27/2020,9/15/2021
SE0007871363,4/26/2021,8/12/2020,5/1/2021
SE0007871363,2/3/2021,5/22/2020,2/8/2021
SE0007871363,1/4/2021,4/22/2020,1/9/2021
SE0007871363,10/19/2020,2/5/2020,10/24/2020
SE0007871363,6/17/2020,10/4/2019,6/22/2020
SE0007871363,4/22/2020,8/9/2019,4/27/2020
SE0007871363,3/17/2020,7/4/2019,3/22/2020
SE0007871363,1/30/2020,5/18/2019,2/4/2020
SE0007871363,5/31/2018,9/16/2017,6/5/2018
SE0007871363,4/19/2018,8/5/2017,4/24/2018
SE0007871363,4/9/2018,7/26/2017,4/14/2018
SE0007871363,7/6/2017,10/22/2016,7/11/2017
SE0007871363,12/5/2016,3/23/2016,12/10/2016
SE0007871363,9/7/2016,12/25/2015,9/12/2016
SE0007871363,7/5/2016,10/22/2015,7/10/2016
SE0007871363,7/2/2015,10/18/2014,7/7/2015
SE0007871363,7/1/2015,10/17/2014,7/6/2015
SE0007871363,3/2/2015,6/18/2014,3/7/2015
SE0011205202,7/8/2021,10/24/2020,7/13/2021
SE0011205202,5/10/2019,8/26/2018,5/15/2019
SE0011205202,6/1/2016,9/18/2015,6/6/2016
SE0011205202,11/5/2014,2/21/2014,11/10/2014
SE0011205202,6/29/2012,10/16/2011,7/4/2012
SE0000115446,6/2/2021,9/18/2020,6/7/2021
SE0000115446,7/7/2017,10/23/2016,7/12/2017
SE0000115446,12/9/2013,3/27/2013,12/14/2013
